index,0,1,2,3,4,5,6,7,8
15094,-0.06033018082322104,-0.7141363393756209,0.07603824303857945,-0.24251422861950964,-0.5518734494211226,-0.03398738794018496,-0.8094332313355358,-0.18762656452194332,-0.12590414863296842
20367,-0.06033018082322104,0.4718133782759705,0.16049530655233316,0.924214641617961,-0.14306984014099777,0.5262190590481582,0.4621207268740761,-0.06331916362009016,-1.0497000063002053
17618,-0.06033018082322104,-0.5415610046064853,-0.7158023554586785,-0.7939450938271674,-0.4890736409956377,-0.9623725717309997,-0.24508933243756859,-0.1874435566687589,1.2653993375598718
63424,-0.06033018082322104,-0.8592790244423165,-0.6958367411680153,-0.24030004609279496,-0.568020312879561,1.236546658882294,0.8310228958289378,0.17380242048442465,0.2217374339005288
61528,-0.06033018082322104,-0.6698272630717633,-0.30259045652246397,-0.26409839290475967,-0.7621320074929671,0.48645386605911717,1.0449939387052942,-0.017128979964372317,0.6545247083490495
42193,-0.06033018082322104,-0.8765826327386705,-0.30039798322269556,-0.34471230729545116,-0.763134507145733,1.1412802309240409,-0.8798292707615181,-0.17593565261072225,-0.08612724442449367
215545,-0.06033018082322104,0.015195679113082616,0.5245810993715231,-0.3302277684359247,-0.3062015735381762,-1.0854365626664895,-0.797247668354791,-0.18563509034412592,-0.8037086916378807
511798,-0.06033018082322104,0.5074536337209469,0.04088082446584971,-0.2268284210279368,-0.6374388688872846,-0.9269952826405654,0.608420546030159,-0.14275977814554477,-1.1815043147947046
407203,-0.06033018082322104,-0.9471911910766658,-0.8155276071384214,-0.36250927660438226,-0.6932851605347919,1.1681905709935578,-0.517080769452984,-0.15528486575156444,0.14627644135962783
639365,-0.06033018082322104,0.6522249602046504,0.6868131593605086,1.1034125861346384,-0.7483156719819417,0.4805870564773548,-0.5918966631211144,-0.10746875690085987,-0.9002632808487163
614300,-0.06033018082322104,-0.12089006920211325,-0.029613581810234813,-0.2896343767464194,-0.336373086732651,-0.6315024678409493,-1.3722692365132616,-0.1830963184900046,0.9085111327294804
905945,-0.06033018082322104,3.0494121614582985,0.5282558098573935,4.412318222400944,-0.25856199856520634,1.350460735415581,-0.9356786461695147,-0.12983356589148048,-1.2074614675430644
1231596,-0.06033018082322104,0.05485353845117099,-0.838546810332532,-0.27138090647645113,-0.7333880594287161,0.12110917525764435,-1.2183387530443122,-0.16919634841235548,-1.2070340201474368
1232084,-0.06033018082322104,-0.22243054590198175,-0.5462817257739004,-0.3044675830069405,-0.7364176553636308,-0.13075955202929881,1.0886015649605596,-0.1842504286649991,0.5968935058231488
1231994,-0.06033018082322104,0.5046340477655898,-0.079227168168912,-0.24388725972667782,0.5483592225441432,-0.9402602963188536,-1.4048155039076902,-0.18142484662384917,1.4719153343288789
